image_id,field_name,field_label,ocr_value,confidence,ocr_engine,error_type_hint
ENG-0378,work_area,作业区域,,0.289,simulated,字段缺失
ENG-0378,equipment_status,设备状态,待检,0.9027,simulated,完全正确
ENG-0378,date,日期,2026-06-19,0.8805,simulated,完全正确
ENG-0379,qc_id,桥吊编号,QC-07,0.8873,simulated,完全正确
ENG-0379,rtg_id,龙门吊编号,RTG-24,0.9389,simulated,完全正确
ENG-0379,yard_gate,堆场口,YARD-B5,0.9146,simulated,完全正确
ENG-0379,work_area,作业区域,D-20,0.8674,simulated,完全正确
ENG-0379,equipment_status,设备状态,待检,0.8697,simulated,完全正确
ENG-0379,date,日期,2026-06-20,0.8774,simulated,完全正确
ENG-0380,qc_id,桥吊编号,QC-29,0.9184,simulated,完全正确
ENG-0380,rtg_id,龙门吊编号,RTG-21,0.9579,simulated,完全正确
ENG-0380,yard_gate,堆场口,YARD-H1,0.9074,simulated,完全正确
ENG-0380,work_area,作业区域,D-09,0.9409,simulated,完全正确
ENG-0380,equipment_status,设备状态,正常,0.8622,simulated,完全正确
ENG-0380,date,日期,2026-06-21,0.873,simulated,完全正确
ENG-0381,qc_id,桥吊编号,QC-28,0.9095,simulated,完全正确
ENG-0381,rtg_id,龙门吊编号,RTG-10,0.8947,simulated,完全正确
ENG-0381,yard_gate,堆场口,YARD-C3,0.8796,simulated,完全正确
ENG-0381,work_area,作业区域,A-21,0.8799,simulated,完全正确
ENG-0381,equipment_status,设备状态,停用,0.9056,simulated,完全正确
ENG-0381,date,日期,2026-06-22,0.9653,simulated,完全正确
ENG-0382,qc_id,桥吊编号,QC-31,0.9783,simulated,完全正确
ENG-0382,rtg_id,龙门吊编号,RTG-19,0.9329,simulated,完全正确
ENG-0382,yard_gate,堆场口,YARD-C5,0.8801,simulated,完全正确
ENG-0382,work_area,作业区域,B-1O,0.5686,simulated,数字识别错误
ENG-0382,equipment_status,设备状态,,0.2253,simulated,漏识别
ENG-0382,date,日期,2026-06-23,0.9241,simulated,完全正确
ENG-0383,qc_id,桥吊编号,QC-23,0.8705,simulated,完全正确
ENG-0383,rtg_id,龙门吊编号,RTG-05,0.8916,simulated,完全正确
ENG-0383,yard_gate,堆场口,YARD-C6,0.9134,simulated,完全正确
ENG-0383,work_area,作业区域,D-05,0.8837,simulated,完全正确
ENG-0383,equipment_status,设备状态,停用,0.8685,simulated,完全正确
ENG-0383,date,日期,2026-06-24,0.941,simulated,完全正确
ENG-0384,qc_id,桥吊编号,QC-12,0.9464,simulated,完全正确
ENG-0384,rtg_id,龙门吊编号,RTG-18,0.9121,simulated,完全正确
ENG-0384,yard_gate,堆场口,YARD-A1,0.9878,simulated,完全正确
ENG-0384,work_area,作业区域,B-I7,0.7237,simulated,数字识别错误
ENG-0384,equipment_status,设备状态,停川,0.6654,simulated,中文识别错误
ENG-0384,date,日期,,0.3519,simulated,字段缺失
ENG-0385,qc_id,桥吊编号,QC-08,0.9419,simulated,完全正确
ENG-0385,rtg_id,龙门吊编号,RTG-11,0.866,simulated,完全正确
ENG-0385,yard_gate,堆场口,YARD-G1,0.902,simulated,完全正确
ENG-0385,work_area,作业区域,D-27,0.9214,simulated,完全正确
ENG-0385,equipment_status,设备状态,维修中,0.9794,simulated,完全正确
ENG-0385,date,日期,2026-06-26,0.9538,simulated,完全正确
ENG-0386,qc_id,桥吊编号,QC-20,0.9625,simulated,完全正确
ENG-0386,rtg_id,龙门吊编号,RTG-25,0.9232,simulated,完全正确
ENG-0386,yard_gate,堆场口,YARD-A9,0.8651,simulated,完全正确
ENG-0386,work_area,作业区域,B-08,0.9888,simulated,完全正确
ENG-0386,equipment_status,设备状态,停用,0.9644,simulated,完全正确
ENG-0386,date,日期,2026-06-27,0.8942,simulated,完全正确
ENG-0387,qc_id,桥吊编号,,0.3703,simulated,字段缺失
ENG-0387,rtg_id,龙门吊编号,RTG-19,0.956,simulated,完全正确
ENG-0387,yard_gate,堆场口,YARD-D8,0.9129,simulated,完全正确
ENG-0387,work_area,作业区域,B-23,0.9171,simulated,完全正确
ENG-0387,equipment_status,设备状态,维修中,0.9544,simulated,完全正确
ENG-0387,date,日期,2026-06-28,0.8825,simulated,完全正确
ENG-0388,qc_id,桥吊编号,QC-17,0.9139,simulated,完全正确
ENG-0388,rtg_id,龙门吊编号,RTG-23,0.9392,simulated,完全正确
ENG-0388,yard_gate,堆场口,YARD-DI,0.4674,simulated,数字识别错误
ENG-0388,work_area,作业区域,C-04,0.9311,simulated,完全正确
ENG-0388,equipment_status,设备状态,正常,0.9838,simulated,完全正确
ENG-0388,date,日期,2026-06-29,0.8789,simulated,完全正确
ENG-0389,qc_id,桥吊编号,QC-34,0.9298,simulated,完全正确
ENG-0389,rtg_id,龙门吊编号,RTG-20,0.9196,simulated,完全正确
ENG-0389,yard_gate,堆场口,YARD-E3,0.9297,simulated,完全正确
ENG-0389,work_area,作业区域,D-26,0.9899,simulated,完全正确
ENG-0389,equipment_status,设备状态,停用,0.8686,simulated,完全正确
ENG-0389,date,日期,2026-06-30,0.9388,simulated,完全正确
ENG-0390,qc_id,桥吊编号,QC-08,0.885,simulated,完全正确
ENG-0390,rtg_id,龙门吊编号,RTG-05,0.9825,simulated,完全正确
ENG-0390,yard_gate,堆场口,YARD-B9,0.8834,simulated,完全正确
ENG-0390,work_area,作业区域,A-27,0.8634,simulated,完全正确
ENG-0390,equipment_status,设备状态,维修中,0.8802,simulated,完全正确
ENG-0390,date,日期,2026-06-01,0.9016,simulated,完全正确
ENG-0391,qc_id,桥吊编号,QC-34,0.9422,simulated,完全正确
ENG-0391,rtg_id,龙门吊编号,RTG-17,0.9326,simulated,完全正确
ENG-0391,yard_gate,堆场口,YARD-F8,0.8688,simulated,完全正确
ENG-0391,work_area,作业区域,D-10,0.9534,simulated,完全正确
ENG-0391,equipment_status,设备状态,停用,0.9881,simulated,完全正确
ENG-0391,date,日期,2026-06-02,0.8869,simulated,完全正确
ENG-0392,qc_id,桥吊编号,QC-07,0.8871,simulated,完全正确
ENG-0392,rtg_id,龙门吊编号,RTG-25,0.9335,simulated,完全正确
ENG-0392,yard_gate,堆场口,YARD-E5,0.9782,simulated,完全正确
ENG-0392,work_area,作业区域,C-14,0.943,simulated,完全正确
ENG-0392,equipment_status,设备状态,停用,0.9665,simulated,完全正确
ENG-0392,date,日期,2026-06-03,0.9284,simulated,完全正确
ENG-0393,qc_id,桥吊编号,QC-11,0.9669,simulated,完全正确
ENG-0393,rtg_id,龙门吊编号,RTG-28,0.8881,simulated,完全正确
ENG-0393,yard_gate,堆场口,YARD-A6,0.9518,simulated,完全正确
ENG-0393,work_area,作业区域,C-21,0.9365,simulated,完全正确
ENG-0393,equipment_status,设备状态,正常,0.8956,simulated,完全正确
ENG-0393,date,日期,2026-06-04,0.878,simulated,完全正确
ENG-0394,qc_id,桥吊编号,QC-24,0.8616,simulated,完全正确
ENG-0394,rtg_id,龙门吊编号,RTG-24,0.8935,simulated,完全正确
ENG-0394,yard_gate,堆场口,YARD-C1,0.9272,simulated,完全正确
ENG-0394,work_area,作业区域,C-08,0.941,simulated,完全正确
ENG-0394,equipment_status,设备状态,正常,0.9081,simulated,完全正确
ENG-0394,date,日期,2026-06-05,0.9818,simulated,完全正确
ENG-0395,qc_id,桥吊编号,QC-19,0.9471,simulated,完全正确
ENG-0395,rtg_id,龙门吊编号,RTG-13,0.8642,simulated,完全正确
ENG-0395,yard_gate,堆场口,YARD-G1,0.9124,simulated,完全正确
ENG-0395,work_area,作业区域,A-I6,0.67,simulated,数字识别错误
ENG-0395,equipment_status,设备状态,维修中,0.932,simulated,完全正确
ENG-0395,date,日期,2026-06-06,0.8856,simulated,完全正确
ENG-0396,qc_id,桥吊编号,QC-01,0.8618,simulated,完全正确
ENG-0396,rtg_id,龙门吊编号,RTG-13,0.8901,simulated,完全正确
ENG-0396,yard_gate,堆场口,YARD-C8,0.9411,simulated,完全正确
ENG-0396,work_area,作业区域,D-30,0.9517,simulated,完全正确
ENG-0396,equipment_status,设备状态,待检,0.934,simulated,完全正确
ENG-0396,date,日期,2026-06-07,0.9888,simulated,完全正确
ENG-0397,qc_id,桥吊编号,QC-02,0.9526,simulated,完全正确
ENG-0397,rtg_id,龙门吊编号,RTG-16,0.9728,simulated,完全正确
ENG-0397,yard_gate,堆场口,YARD-A3,0.9343,simulated,完全正确
ENG-0397,work_area,作业区域,A-21,0.9309,simulated,完全正确
ENG-0397,equipment_status,设备状态,,0.4134,simulated,漏识别
ENG-0397,date,日期,2026-06-08,0.9109,simulated,完全正确
ENG-0398,qc_id,桥吊编号,QC-03,0.9677,simulated,完全正确
ENG-0398,rtg_id,龙门吊编号,RTG-28,0.9767,simulated,完全正确
ENG-0398,yard_gate,堆场口,YARD-F7,0.9484,simulated,完全正确
ENG-0398,work_area,作业区域,B-16,0.9124,simulated,完全正确
ENG-0398,equipment_status,设备状态,待检,0.8681,simulated,完全正确
ENG-0398,date,日期,2026-06-09,0.9594,simulated,完全正确
ENG-0399,qc_id,桥吊编号,QC-32,0.8628,simulated,完全正确
ENG-0399,rtg_id,龙门吊编号,RTG-26,0.9487,simulated,完全正确
ENG-0399,yard_gate,堆场口,YARD-F2,0.9768,simulated,完全正确
ENG-0399,work_area,作业区域,D-18,0.9876,simulated,完全正确
ENG-0399,equipment_status,设备状态,待检,0.947,simulated,完全正确
ENG-0399,date,日期,2026-06-10,0.9356,simulated,完全正确
ENG-0400,qc_id,桥吊编号,QC-15,0.9719,simulated,完全正确
ENG-0400,rtg_id,龙门吊编号,RTG-09,0.8773,simulated,完全正确
ENG-0400,yard_gate,堆场口,,0.1215,simulated,字段缺失
ENG-0400,work_area,作业区域,C-27,0.8997,simulated,完全正确
ENG-0400,equipment_status,设备状态,待检,0.9798,simulated,完全正确
ENG-0400,date,日期,2026-06-11,0.8809,simulated,完全正确
ENG-0401,qc_id,桥吊编号,QC-31,0.9086,simulated,完全正确
ENG-0401,rtg_id,龙门吊编号,YARD-47,0.4389,simulated,误识别
ENG-0401,yard_gate,堆场口,YARD-G7,0.9465,simulated,完全正确
ENG-0401,work_area,作业区域,8-19,0.562,simulated,字母识别错误
ENG-0401,equipment_status,设备状态,待检,0.965,simulated,完全正确
ENG-0401,date,日期,2026-06-12,0.9352,simulated,完全正确
ENG-0402,qc_id,桥吊编号,QC-34,0.878,simulated,完全正确
ENG-0402,rtg_id,龙门吊编号,RTG-11,0.9632,simulated,完全正确
ENG-0402,yard_gate,堆场口,YARD-B3,0.9055,simulated,完全正确
ENG-0402,work_area,作业区域,A-23,0.6355,simulated,数字识别错误
ENG-0402,equipment_status,设备状态,正常,0.9439,simulated,完全正确
ENG-0402,date,日期,2026-06-13,0.9644,simulated,完全正确
ENG-0403,qc_id,桥吊编号,QC-O2,0.5217,simulated,数字识别错误
ENG-0403,rtg_id,龙门吊编号,RTG-26,0.9568,simulated,完全正确
ENG-0403,yard_gate,堆场口,YARD-H8,0.7171,simulated,数字识别错误
ENG-0403,work_area,作业区域,8-02,0.5471,simulated,字母识别错误
ENG-0403,equipment_status,设备状态,停用,0.8901,simulated,完全正确
ENG-0403,date,日期,2026-06-14,0.8865,simulated,完全正确
ENG-0404,qc_id,桥吊编号,QC-28,0.8905,simulated,完全正确
ENG-0404,rtg_id,龙门吊编号,RTG-14,0.9035,simulated,完全正确
ENG-0404,yard_gate,堆场口,YARD-A3,0.9137,simulated,完全正确
ENG-0404,work_area,作业区域,,0.3267,simulated,漏识别
ENG-0404,equipment_status,设备状态,NOISE-88,0.5227,simulated,误识别
ENG-0404,date,日期,2026-06-15,0.9394,simulated,完全正确
ENG-0405,qc_id,桥吊编号,QC-09,0.9449,simulated,完全正确
ENG-0405,rtg_id,龙门吊编号,RTG-06,0.9154,simulated,完全正确
ENG-0405,yard_gate,堆场口,YARD-C2,0.944,simulated,完全正确
ENG-0405,work_area,作业区域,A-29,0.9095,simulated,完全正确
ENG-0405,equipment_status,设备状态,正常,0.925,simulated,完全正确
ENG-0405,date,日期,2026-06-16,0.9788,simulated,完全正确
ENG-0406,qc_id,桥吊编号,QC-05,0.9218,simulated,完全正确
ENG-0406,rtg_id,龙门吊编号,RTG-25,0.8659,simulated,完全正确
ENG-0406,yard_gate,堆场口,YARD-D6,0.9867,simulated,完全正确
ENG-0406,work_area,作业区域,D-02,0.8786,simulated,完全正确
ENG-0406,equipment_status,设备状态,维修中,0.975,simulated,完全正确
ENG-0406,date,日期,2026-06-17,0.8877,simulated,完全正确
ENG-0407,qc_id,桥吊编号,QC-04,0.9405,simulated,完全正确
ENG-0407,rtg_id,龙门吊编号,RT6-15,0.7587,simulated,字母识别错误
ENG-0407,yard_gate,堆场口,YARD-E2,0.9716,simulated,完全正确
ENG-0407,work_area,作业区域,A-I0,0.6114,simulated,数字识别错误
ENG-0407,equipment_status,设备状态,维修中,0.9587,simulated,完全正确
ENG-0407,date,日期,2026-06-18,0.894,simulated,完全正确
ENG-0408,qc_id,桥吊编号,QC-17,0.9725,simulated,完全正确
ENG-0408,rtg_id,龙门吊编号,RTG-18,0.989,simulated,完全正确
ENG-0408,yard_gate,堆场口,YARD-A6,0.9119,simulated,完全正确
ENG-0408,work_area,作业区域,B-02,0.8707,simulated,完全正确
ENG-0408,equipment_status,设备状态,停用,0.8971,simulated,完全正确
ENG-0408,date,日期,2026-06-19,0.9774,simulated,完全正确
ENG-0409,qc_id,桥吊编号,QC-30,0.893,simulated,完全正确
ENG-0409,rtg_id,龙门吊编号,RTG-23,0.5277,simulated,数字识别错误
ENG-0409,yard_gate,堆场口,YARD-E7,0.9821,simulated,完全正确
ENG-0409,work_area,作业区域,B-27,0.9003,simulated,完全正确
ENG-0409,equipment_status,设备状态,维修中,0.8674,simulated,完全正确
ENG-0409,date,日期,2026-06-20,0.9391,simulated,完全正确
ENG-0410,qc_id,桥吊编号,QC-11,0.9513,simulated,完全正确
ENG-0410,rtg_id,龙门吊编号,RTG-09,0.8621,simulated,完全正确
ENG-0410,yard_gate,堆场口,YARD-D8,0.8853,simulated,完全正确
ENG-0410,work_area,作业区域,C-24,0.9838,simulated,完全正确
ENG-0410,equipment_status,设备状态,正常,0.967,simulated,完全正确
ENG-0410,date,日期,06-21-2026,0.5941,simulated,顺序错误
ENG-0411,qc_id,桥吊编号,QC-04,0.8781,simulated,完全正确
ENG-0411,rtg_id,龙门吊编号,RTG-19,0.8606,simulated,完全正确
ENG-0411,yard_gate,堆场口,YARD-G9,0.9649,simulated,完全正确
ENG-0411,work_area,作业区域,C-18,0.8784,simulated,完全正确
ENG-0411,equipment_status,设备状态,,0.3993,simulated,字段缺失
ENG-0411,date,日期,2026-06-22,0.9138,simulated,完全正确
ENG-0412,qc_id,桥吊编号,OC-10,0.5857,simulated,字母识别错误
ENG-0412,rtg_id,龙门吊编号,RTG-07,0.8779,simulated,完全正确
ENG-0412,yard_gate,堆场口,,0.3242,simulated,字段缺失
ENG-0412,work_area,作业区域,B-08,0.9523,simulated,完全正确
ENG-0412,equipment_status,设备状态,,0.225,simulated,字段缺失
ENG-0412,date,日期,2O26-06-23,0.5731,simulated,数字识别错误
ENG-0413,qc_id,桥吊编号,QC-28,0.937,simulated,完全正确
ENG-0413,rtg_id,龙门吊编号,RTG-02,0.9193,simulated,完全正确
ENG-0413,yard_gate,堆场口,D2-YARD,0.806,simulated,顺序错误
ENG-0413,work_area,作业区域,C-27,0.8883,simulated,完全正确
ENG-0413,equipment_status,设备状态,,0.1161,simulated,字段缺失
ENG-0413,date,日期,2026-06-24,0.8757,simulated,完全正确
ENG-0414,qc_id,桥吊编号,QC-02,0.8681,simulated,完全正确
ENG-0414,rtg_id,龙门吊编号,RTG-27,0.864,simulated,完全正确
ENG-0414,yard_gate,堆场口,YARD-E4,0.9162,simulated,完全正确
ENG-0414,work_area,作业区域,C-05,0.8888,simulated,完全正确
ENG-0414,equipment_status,设备状态,待检,0.9053,simulated,完全正确
ENG-0414,date,日期,2026-06-25,0.8683,simulated,完全正确
ENG-0415,qc_id,桥吊编号,QC-15,0.8981,simulated,完全正确
ENG-0415,rtg_id,龙门吊编号,RTG-21,0.8993,simulated,完全正确
ENG-0415,yard_gate,堆场口,,0.3796,simulated,漏识别
ENG-0415,work_area,作业区域,D-24,0.9473,simulated,完全正确
ENG-0415,equipment_status,设备状态,待检,0.8841,simulated,完全正确
ENG-0415,date,日期,,0.2015,simulated,漏识别
ENG-0416,qc_id,桥吊编号,QC-31,0.8765,simulated,完全正确
ENG-0416,rtg_id,龙门吊编号,RTG-25,0.9007,simulated,完全正确
ENG-0416,yard_gate,堆场口,YARD-G8,0.9134,simulated,完全正确
ENG-0416,work_area,作业区域,C-02,0.9844,simulated,完全正确
ENG-0416,equipment_status,设备状态,维修中,0.879,simulated,完全正确
ENG-0416,date,日期,2026-06-27,0.9039,simulated,完全正确
ENG-0417,qc_id,桥吊编号,QC-35,0.9449,simulated,完全正确
ENG-0417,rtg_id,龙门吊编号,RTG-02,0.9643,simulated,完全正确
ENG-0417,yard_gate,堆场口,YARD-F8,0.8721,simulated,完全正确
ENG-0417,work_area,作业区域,D-24,0.923,simulated,完全正确
ENG-0417,equipment_status,设备状态,正常,0.8829,simulated,完全正确
ENG-0417,date,日期,2026-06-28,0.9259,simulated,完全正确
ENG-0418,qc_id,桥吊编号,QC-19,0.9078,simulated,完全正确
ENG-0418,rtg_id,龙门吊编号,RTG-21,0.9288,simulated,完全正确
ENG-0418,yard_gate,堆场口,YARD-G8,0.8674,simulated,完全正确
ENG-0418,work_area,作业区域,C-17,0.9222,simulated,完全正确
ENG-0418,equipment_status,设备状态,正常,0.9495,simulated,完全正确
ENG-0418,date,日期,2026-06-29,0.9072,simulated,完全正确
ENG-0419,qc_id,桥吊编号,,0.1892,simulated,字段缺失
ENG-0419,rtg_id,龙门吊编号,RTG-17,0.9763,simulated,完全正确
ENG-0419,yard_gate,堆场口,Y4RD-E4,0.6863,simulated,字母识别错误
ENG-0419,work_area,作业区域,C-10,0.9303,simulated,完全正确
ENG-0419,equipment_status,设备状态,待检,0.9806,simulated,完全正确
ENG-0419,date,日期,2026-06-30,0.9031,simulated,完全正确
ENG-0420,qc_id,桥吊编号,QC-30,0.9532,simulated,完全正确
ENG-0420,rtg_id,龙门吊编号,,0.2027,simulated,字段缺失
ENG-0420,yard_gate,堆场口,YARD-62,0.6642,simulated,字母识别错误
ENG-0420,work_area,作业区域,D-18,0.9267,simulated,完全正确
ENG-0420,equipment_status,设备状态,正常,0.891,simulated,完全正确
ENG-0420,date,日期,2026-06-01,0.8978,simulated,完全正确
ENG-0421,qc_id,桥吊编号,QC-18,0.95,simulated,完全正确
ENG-0421,rtg_id,龙门吊编号,,0.3728,simulated,字段缺失
ENG-0421,yard_gate,堆场口,YARD-B7,0.971,simulated,完全正确
ENG-0421,work_area,作业区域,,0.366,simulated,字段缺失
ENG-0421,equipment_status,设备状态,,0.2309,simulated,字段缺失
ENG-0421,date,日期,2026-06-02,0.9191,simulated,完全正确
ENG-0422,qc_id,桥吊编号,QC-11,0.9677,simulated,完全正确
ENG-0422,rtg_id,龙门吊编号,16-RTG,0.5907,simulated,顺序错误
ENG-0422,yard_gate,堆场口,YARD-F4,0.9021,simulated,完全正确
ENG-0422,work_area,作业区域,D-23,0.9043,simulated,完全正确
ENG-0422,equipment_status,设备状态,待检,0.9654,simulated,完全正确
ENG-0422,date,日期,2026-06-03,0.8883,simulated,完全正确
ENG-0423,qc_id,桥吊编号,QC-33,0.8862,simulated,完全正确
ENG-0423,rtg_id,龙门吊编号,RTG-12,0.8836,simulated,完全正确
ENG-0423,yard_gate,堆场口,YARD-A9,0.9235,simulated,完全正确
ENG-0423,work_area,作业区域,C-23,0.8993,simulated,完全正确
ENG-0423,equipment_status,设备状态,待检,0.9758,simulated,完全正确
ENG-0423,date,日期,2026-06-04,0.9284,simulated,完全正确
ENG-0424,qc_id,桥吊编号,QC-86,0.6841,simulated,数字识别错误
ENG-0424,rtg_id,龙门吊编号,24-RTG,0.775,simulated,顺序错误
ENG-0424,yard_gate,堆场口,YARD-G9,0.8789,simulated,完全正确
ENG-0424,work_area,作业区域,,0.2251,simulated,漏识别
ENG-0424,equipment_status,设备状态,待检,0.9356,simulated,完全正确
ENG-0424,date,日期,2026-06-05,0.9167,simulated,完全正确
ENG-0425,qc_id,桥吊编号,QC-01,0.9397,simulated,完全正确
ENG-0425,rtg_id,龙门吊编号,RTG-17,0.9113,simulated,完全正确
ENG-0425,yard_gate,堆场口,YARD-E8,0.9194,simulated,完全正确
ENG-0425,work_area,作业区域,A-29,0.9094,simulated,完全正确
ENG-0425,equipment_status,设备状态,待检,0.9411,simulated,完全正确
ENG-0425,date,日期,2026-06-06,0.8965,simulated,完全正确
ENG-0426,qc_id,桥吊编号,QC-07,0.9765,simulated,完全正确
ENG-0426,rtg_id,龙门吊编号,RTG-10,0.9146,simulated,完全正确
ENG-0426,yard_gate,堆场口,YARD-C1,0.9024,simulated,完全正确
ENG-0426,work_area,作业区域,D-30,0.936,simulated,完全正确
ENG-0426,equipment_status,设备状态,停用,0.8694,simulated,完全正确
ENG-0426,date,日期,06-07-2026,0.5196,simulated,顺序错误
ENG-0427,qc_id,桥吊编号,QC-07,0.9779,simulated,完全正确
ENG-0427,rtg_id,龙门吊编号,RTG-26,0.9143,simulated,完全正确
ENG-0427,yard_gate,堆场口,D5-YARD,0.7955,simulated,顺序错误
ENG-0427,work_area,作业区域,B-22,0.9028,simulated,完全正确
ENG-0427,equipment_status,设备状态,待检,0.9729,simulated,完全正确
ENG-0427,date,日期,2026-06-08,0.8673,simulated,完全正确
ENG-0428,qc_id,桥吊编号,QC-08,0.9549,simulated,完全正确
ENG-0428,rtg_id,龙门吊编号,RTG-03,0.9305,simulated,完全正确
ENG-0428,yard_gate,堆场口,YARD-H6,0.9785,simulated,完全正确
ENG-0428,work_area,作业区域,D-10,0.9865,simulated,完全正确
ENG-0428,equipment_status,设备状态,待检,0.9744,simulated,完全正确
ENG-0428,date,日期,2026-06-09,0.9358,simulated,完全正确
ENG-0429,qc_id,桥吊编号,,0.3447,simulated,漏识别
ENG-0429,rtg_id,龙门吊编号,RTG-01,0.8945,simulated,完全正确
ENG-0429,yard_gate,堆场口,D7-YARD,0.7727,simulated,顺序错误
ENG-0429,work_area,作业区域,D-07,0.9771,simulated,完全正确
ENG-0429,equipment_status,设备状态,停用,0.9527,simulated,完全正确
ENG-0429,date,日期,2026-06-10,0.8789,simulated,完全正确
ENG-0430,qc_id,桥吊编号,QC-06,0.9765,simulated,完全正确
ENG-0430,rtg_id,龙门吊编号,RTG-15,0.8605,simulated,完全正确
ENG-0430,yard_gate,堆场口,YARD-A9,0.9664,simulated,完全正确
ENG-0430,work_area,作业区域,D-13,0.8821,simulated,完全正确
ENG-0430,equipment_status,设备状态,停用,0.911,simulated,完全正确
ENG-0430,date,日期,2026-06-11,0.9005,simulated,完全正确
ENG-0431,qc_id,桥吊编号,QC-22,0.9062,simulated,完全正确
ENG-0431,rtg_id,龙门吊编号,RTG-01,0.9075,simulated,完全正确
ENG-0431,yard_gate,堆场口,YARD-C8,0.9008,simulated,完全正确
ENG-0431,work_area,作业区域,B-05,0.8708,simulated,完全正确
ENG-0431,equipment_status,设备状态,正常,0.8789,simulated,完全正确
ENG-0431,date,日期,2026-06-12,0.9614,simulated,完全正确
ENG-0432,qc_id,桥吊编号,QC-30,0.8806,simulated,完全正确
ENG-0432,rtg_id,龙门吊编号,RTG-14,0.9738,simulated,完全正确
ENG-0432,yard_gate,堆场口,YARD-C4,0.9749,simulated,完全正确
ENG-0432,work_area,作业区域,A-14,0.9254,simulated,完全正确
ENG-0432,equipment_status,设备状态,维修中,0.944,simulated,完全正确
ENG-0432,date,日期,2026-06-13,0.8966,simulated,完全正确
ENG-0433,qc_id,桥吊编号,QC-15,0.8959,simulated,完全正确
ENG-0433,rtg_id,龙门吊编号,RTG-28,0.9014,simulated,完全正确
ENG-0433,yard_gate,堆场口,YARD-D6,0.8658,simulated,完全正确
ENG-0433,work_area,作业区域,C-26,0.8726,simulated,完全正确
ENG-0433,equipment_status,设备状态,停用,0.886,simulated,完全正确
ENG-0433,date,日期,,0.3601,simulated,漏识别
ENG-0434,qc_id,桥吊编号,QC-20,0.9301,simulated,完全正确
ENG-0434,rtg_id,龙门吊编号,04-RTG,0.5342,simulated,顺序错误
ENG-0434,yard_gate,堆场口,D7-YARD,0.7981,simulated,顺序错误
ENG-0434,work_area,作业区域,B-11,0.8965,simulated,完全正确
ENG-0434,equipment_status,设备状态,待检,0.9521,simulated,完全正确
ENG-0434,date,日期,2026-06-15,0.9367,simulated,完全正确
ENG-0435,qc_id,桥吊编号,QC-14,0.9854,simulated,完全正确
ENG-0435,rtg_id,龙门吊编号,RTG-16,0.9696,simulated,完全正确
ENG-0435,yard_gate,堆场口,YARD-C3,0.9682,simulated,完全正确
ENG-0435,work_area,作业区域,C-04,0.9735,simulated,完全正确
ENG-0435,equipment_status,设备状态,正常,0.9137,simulated,完全正确
ENG-0435,date,日期,,0.3951,simulated,漏识别
ENG-0436,qc_id,桥吊编号,QC-35,0.8888,simulated,完全正确
ENG-0436,rtg_id,龙门吊编号,,0.0823,simulated,字段缺失
ENG-0436,yard_gate,堆场口,YARD-B1,0.9448,simulated,完全正确
ENG-0436,work_area,作业区域,,0.2575,simulated,漏识别
ENG-0436,equipment_status,设备状态,正常,0.8733,simulated,完全正确
ENG-0436,date,日期,RTG-O2,0.5988,simulated,误识别
ENG-0437,qc_id,桥吊编号,QC-08,0.9469,simulated,完全正确
ENG-0437,rtg_id,龙门吊编号,RTG-02,0.8934,simulated,完全正确
ENG-0437,yard_gate,堆场口,YARD-D4,0.8936,simulated,完全正确
ENG-0437,work_area,作业区域,A-15,0.8885,simulated,完全正确
ENG-0437,equipment_status,设备状态,维修中,0.9644,simulated,完全正确
ENG-0437,date,日期,2026-06-18,0.9423,simulated,完全正确
ENG-0438,qc_id,桥吊编号,QC-33,0.9819,simulated,完全正确
ENG-0438,rtg_id,龙门吊编号,RTG-07,0.9855,simulated,完全正确
ENG-0438,yard_gate,堆场口,YARD-B1,0.9709,simulated,完全正确
ENG-0438,work_area,作业区域,A-18,0.8933,simulated,完全正确
ENG-0438,equipment_status,设备状态,停用,0.8612,simulated,完全正确
ENG-0438,date,日期,2026-06-19,0.9482,simulated,完全正确
ENG-0439,qc_id,桥吊编号,QC-03,0.9692,simulated,完全正确
ENG-0439,rtg_id,龙门吊编号,RTG-21,0.9475,simulated,完全正确
ENG-0439,yard_gate,堆场口,Y4RD-E5,0.6564,simulated,字母识别错误
ENG-0439,work_area,作业区域,D-06,0.9535,simulated,完全正确
ENG-0439,equipment_status,设备状态,停用,0.8878,simulated,完全正确
ENG-0439,date,日期,,0.2683,simulated,漏识别
ENG-0440,qc_id,桥吊编号,QC-29,0.9886,simulated,完全正确
ENG-0440,rtg_id,龙门吊编号,RTG-08,0.9179,simulated,完全正确
ENG-0440,yard_gate,堆场口,YARD-G1,0.9475,simulated,完全正确
ENG-0440,work_area,作业区域,A-17,0.8884,simulated,完全正确
ENG-0440,equipment_status,设备状态,待检,0.9802,simulated,完全正确
ENG-0440,date,日期,2026-06-21,0.9885,simulated,完全正确
ENG-0441,qc_id,桥吊编号,QC-12,0.8623,simulated,完全正确
ENG-0441,rtg_id,龙门吊编号,RTG-08,0.8786,simulated,完全正确
ENG-0441,yard_gate,堆场口,YARD-G5,0.9044,simulated,完全正确
ENG-0441,work_area,作业区域,4-24,0.7355,simulated,字母识别错误
ENG-0441,equipment_status,设备状态,正常,0.8906,simulated,完全正确
ENG-0441,date,日期,2026-06-22,0.8855,simulated,完全正确
ENG-0442,qc_id,桥吊编号,QC-28,0.9347,simulated,完全正确
